"year","adm1","adm1_code","adm2","adm2_code","adm3","adm3_code","type","class1","class2","unit","value"
2020,"Seoul",11,"Seongdong-gu",11040,"Wangsimni 2(i)-dong",11040520,"mortality","All causes","male","per 100k population",45
2020,"Seoul",11,"Seongdong-gu",11040,"Wangsimni 2(i)-dong",11040520,"mortality","All causes","female","per 100k population",41
2020,"Seoul",11,"Seongdong-gu",11040,"Majang-dong",11040540,"mortality","All causes","total","per 100k population",101
2020,"Seoul",11,"Seongdong-gu",11040,"Majang-dong",11040540,"mortality","All causes","male","per 100k population",54
2020,"Seoul",11,"Seongdong-gu",11040,"Majang-dong",11040540,"mortality","All causes","female","per 100k population",47
2020,"Seoul",11,"Seongdong-gu",11040,"Sageun-dong",11040550,"mortality","All causes","total","per 100k population",41
2020,"Seoul",11,"Seongdong-gu",11040,"Sageun-dong",11040550,"mortality","All causes","male","per 100k population",28
2020,"Seoul",11,"Seongdong-gu",11040,"Sageun-dong",11040550,"mortality","All causes","female","per 100k population",13
2020,"Seoul",11,"Seongdong-gu",11040,"Haengdang 1(il)-dong",11040560,"mortality","All causes","total","per 100k population",60
2020,"Seoul",11,"Seongdong-gu",11040,"Haengdang 1(il)-dong",11040560,"mortality","All causes","male","per 100k population",30
2020,"Seoul",11,"Seongdong-gu",11040,"Haengdang 1(il)-dong",11040560,"mortality","All causes","female","per 100k population",30
2020,"Seoul",11,"Seongdong-gu",11040,"Haengdang 2(i)-dong",11040570,"mortality","All causes","total","per 100k population",105
2020,"Seoul",11,"Seongdong-gu",11040,"Haengdang 2(i)-dong",11040570,"mortality","All causes","male","per 100k population",58
2020,"Seoul",11,"Seongdong-gu",11040,"Haengdang 2(i)-dong",11040570,"mortality","All causes","female","per 100k population",47
2020,"Seoul",11,"Seongdong-gu",11040,"Eungbong-dong",11040580,"mortality","All causes","total","per 100k population",57
2020,"Seoul",11,"Seongdong-gu",11040,"Eungbong-dong",11040580,"mortality","All causes","male","per 100k population",40
2020,"Seoul",11,"Seongdong-gu",11040,"Eungbong-dong",11040580,"mortality","All causes","female","per 100k population",17
2020,"Seoul",11,"Seongdong-gu",11040,"Geumho 1(il)-ga-dong",11040590,"mortality","All causes","total","per 100k population",66
2020,"Seoul",11,"Seongdong-gu",11040,"Geumho 1(il)-ga-dong",11040590,"mortality","All causes","male","per 100k population",31
2020,"Seoul",11,"Seongdong-gu",11040,"Geumho 1(il)-ga-dong",11040590,"mortality","All causes","female","per 100k population",35
2020,"Seoul",11,"Seongdong-gu",11040,"Geumho 4(sa)-ga-dong",11040620,"mortality","All causes","total","per 100k population",71
2020,"Seoul",11,"Seongdong-gu",11040,"Geumho 4(sa)-ga-dong",11040620,"mortality","All causes","male","per 100k population",37
2020,"Seoul",11,"Seongdong-gu",11040,"Geumho 4(sa)-ga-dong",11040620,"mortality","All causes","female","per 100k population",34
2020,"Seoul",11,"Seongdong-gu",11040,"Seongsu 1(il)-ga-1(il)-dong",11040650,"mortality","All causes","total","per 100k population",82
2020,"Seoul",11,"Seongdong-gu",11040,"Seongsu 1(il)-ga-1(il)-dong",11040650,"mortality","All causes","male","per 100k population",52
2020,"Seoul",11,"Seongdong-gu",11040,"Seongsu 1(il)-ga-1(il)-dong",11040650,"mortality","All causes","female","per 100k population",30
2020,"Seoul",11,"Seongdong-gu",11040,"Seongsu 1(il)-ga-2(i)-dong",11040660,"mortality","All causes","total","per 100k population",45
2020,"Seoul",11,"Seongdong-gu",11040,"Seongsu 1(il)-ga-2(i)-dong",11040660,"mortality","All causes","male","per 100k population",25
2020,"Seoul",11,"Seongdong-gu",11040,"Seongsu 1(il)-ga-2(i)-dong",11040660,"mortality","All causes","female","per 100k population",20
2020,"Seoul",11,"Seongdong-gu",11040,"Seongsu 2(i)-ga-1(il)-dong",11040670,"mortality","All causes","total","per 100k population",114
2020,"Seoul",11,"Seongdong-gu",11040,"Seongsu 2(i)-ga-1(il)-dong",11040670,"mortality","All causes","male","per 100k population",66
2020,"Seoul",11,"Seongdong-gu",11040,"Seongsu 2(i)-ga-1(il)-dong",11040670,"mortality","All causes","female","per 100k population",48
2020,"Seoul",11,"Seongdong-gu",11040,"Seongsu 2(i)-ga-3(sam)-dong",11040680,"mortality","All causes","total","per 100k population",43
