"year","adm2_code","class2","value","type","class1","unit","adm1","adm2"
2020,36370,"female",29204,"population","all households","persons","Jeollanam-do","Hwasun-gun"
2020,36380,"total",34465,"population","all households","persons","Jeollanam-do","Jangheung-gun"
2020,36380,"male",16628,"population","all households","persons","Jeollanam-do","Jangheung-gun"
2020,36380,"female",17837,"population","all households","persons","Jeollanam-do","Jangheung-gun"
2020,36390,"total",31689,"population","all households","persons","Jeollanam-do","Gangjin-gun"
2020,36390,"male",15259,"population","all households","persons","Jeollanam-do","Gangjin-gun"
2020,36390,"female",16430,"population","all households","persons","Jeollanam-do","Gangjin-gun"
2020,36400,"total",62426,"population","all households","persons","Jeollanam-do","Haenam-gun"
2020,36400,"male",30613,"population","all households","persons","Jeollanam-do","Haenam-gun"
2020,36400,"female",31813,"population","all households","persons","Jeollanam-do","Haenam-gun"
2020,36410,"total",50931,"population","all households","persons","Jeollanam-do","Yeongam-gun"
2020,36410,"male",26046,"population","all households","persons","Jeollanam-do","Yeongam-gun"
2020,36410,"female",24885,"population","all households","persons","Jeollanam-do","Yeongam-gun"
2020,36420,"total",80500,"population","all households","persons","Jeollanam-do","Muan-gun"
2020,36420,"male",40316,"population","all households","persons","Jeollanam-do","Muan-gun"
2020,36420,"female",40184,"population","all households","persons","Jeollanam-do","Muan-gun"
2020,36430,"total",28564,"population","all households","persons","Jeollanam-do","Hampyeong-gun"
2020,36430,"male",14237,"population","all households","persons","Jeollanam-do","Hampyeong-gun"
2020,36430,"female",14327,"population","all households","persons","Jeollanam-do","Hampyeong-gun"
2020,36440,"total",48173,"population","all households","persons","Jeollanam-do","Yeonggwang-gun"
2020,36440,"male",23850,"population","all households","persons","Jeollanam-do","Yeonggwang-gun"
2020,36440,"female",24323,"population","all households","persons","Jeollanam-do","Yeonggwang-gun"
2020,36450,"total",38585,"population","all households","persons","Jeollanam-do","Jangseong-gun"
2020,36450,"male",19015,"population","all households","persons","Jeollanam-do","Jangseong-gun"
2020,36450,"female",19570,"population","all households","persons","Jeollanam-do","Jangseong-gun"
2020,36460,"total",46117,"population","all households","persons","Jeollanam-do","Wando-gun"
2020,36460,"male",23327,"population","all households","persons","Jeollanam-do","Wando-gun"
2020,36460,"female",22790,"population","all households","persons","Jeollanam-do","Wando-gun"
2020,36470,"total",27843,"population","all households","persons","Jeollanam-do","Jindo-gun"
2020,36470,"male",13736,"population","all households","persons","Jeollanam-do","Jindo-gun"
2020,36470,"female",14107,"population","all households","persons","Jeollanam-do","Jindo-gun"
2020,36480,"total",34396,"population","all households","persons","Jeollanam-do","Sinan-gun"
2020,36480,"male",18194,"population","all households","persons","Jeollanam-do","Sinan-gun"
2020,36480,"female",16202,"population","all households","persons","Jeollanam-do","Sinan-gun"
2020,37010,"total",484021,"population","all households","persons","Gyeongsangbuk-do","Pohang-si"
2020,37010,"male",243358,"population","all households","persons","Gyeongsangbuk-do","Pohang-si"
2020,37010,"female",240663,"population","all households","persons","Gyeongsangbuk-do","Pohang-si"
2020,37011,"total",221531,"population","all households","persons","Gyeongsangbuk-do","Nam-gu"
2020,37011,"male",113644,"population","all households","persons","Gyeongsangbuk-do","Nam-gu"
2020,37011,"female",107887,"population","all households","persons","Gyeongsangbuk-do","Nam-gu"
2020,37012,"total",262490,"population","all households","persons","Gyeongsangbuk-do","Buk-gu"
2020,37012,"male",129714,"population","all households","persons","Gyeongsangbuk-do","Buk-gu"
2020,37012,"female",132776,"population","all households","persons","Gyeongsangbuk-do","Buk-gu"
2020,37020,"total",244831,"population","all households","persons","Gyeongsangbuk-do","Gyeongju-si"
2020,37020,"male",121905,"population","all households","persons","Gyeongsangbuk-do","Gyeongju-si"
2020,37020,"female",122926,"population","all households","persons","Gyeongsangbuk-do","Gyeongju-si"
2020,37030,"total",132784,"population","all households","persons","Gyeongsangbuk-do","Gimcheon-si"
2020,37030,"male",65743,"population","all households","persons","Gyeongsangbuk-do","Gimcheon-si"
2020,37030,"female",67041,"population","all households","persons","Gyeongsangbuk-do","Gimcheon-si"
2020,37040,"total",152981,"population","all households","persons","Gyeongsangbuk-do","Andong-si"
2020,37040,"male",75548,"population","all households","persons","Gyeongsangbuk-do","Andong-si"
2020,37040,"female",77433,"population","all households","persons","Gyeongsangbuk-do","Andong-si"
2020,37050,"total",405767,"population","all households","persons","Gyeongsangbuk-do","Gumi-si"
2020,37050,"male",207062,"population","all households","persons","Gyeongsangbuk-do","Gumi-si"
2020,37050,"female",198705,"population","all households","persons","Gyeongsangbuk-do","Gumi-si"
2020,37060,"total",99505,"population","all households","persons","Gyeongsangbuk-do","Yeongju-si"
2020,37060,"male",49027,"population","all households","persons","Gyeongsangbuk-do","Yeongju-si"
2020,37060,"female",50478,"population","all households","persons","Gyeongsangbuk-do","Yeongju-si"
2020,37070,"total",95927,"population","all households","persons","Gyeongsangbuk-do","Yeongcheon-si"
2020,37070,"male",48084,"population","all households","persons","Gyeongsangbuk-do","Yeongcheon-si"
2020,37070,"female",47843,"population","all households","persons","Gyeongsangbuk-do","Yeongcheon-si"
2020,37080,"total",92835,"population","all households","persons","Gyeongsangbuk-do","Sangju-si"
2020,37080,"male",45536,"population","all households","persons","Gyeongsangbuk-do","Sangju-si"
2020,37080,"female",47299,"population","all households","persons","Gyeongsangbuk-do","Sangju-si"
2020,37090,"total",66042,"population","all households","persons","Gyeongsangbuk-do","Mungyeong-si"
2020,37090,"male",32132,"population","all households","persons","Gyeongsangbuk-do","Mungyeong-si"
2020,37090,"female",33910,"population","all households","persons","Gyeongsangbuk-do","Mungyeong-si"
2020,37100,"total",261932,"population","all households","persons","Gyeongsangbuk-do","Gyeongsan-si"
2020,37100,"male",130848,"population","all households","persons","Gyeongsangbuk-do","Gyeongsan-si"
2020,37100,"female",131084,"population","all households","persons","Gyeongsangbuk-do","Gyeongsan-si"
2020,37310,"total",21490,"population","all households","persons","Gyeongsangbuk-do","Gunwi-gun"
2020,37310,"male",10874,"population","all households","persons","Gyeongsangbuk-do","Gunwi-gun"
2020,37310,"female",10616,"population","all households","persons","Gyeongsangbuk-do","Gunwi-gun"
2020,37320,"total",47991,"population","all households","persons","Gyeongsangbuk-do","Uiseong-gun"
2020,37320,"male",23365,"population","all households","persons","Gyeongsangbuk-do","Uiseong-gun"
2020,37320,"female",24626,"population","all households","persons","Gyeongsangbuk-do","Uiseong-gun"
2020,37330,"total",23569,"population","all households","persons","Gyeongsangbuk-do","Cheongseong-gun"
2020,37330,"male",11736,"population","all households","persons","Gyeongsangbuk-do","Cheongseong-gun"
2020,37330,"female",11833,"population","all households","persons","Gyeongsangbuk-do","Cheongseong-gun"
2020,37340,"total",15616,"population","all households","persons","Gyeongsangbuk-do","Yeongyang-gun"
2020,37340,"male",7687,"population","all households","persons","Gyeongsangbuk-do","Yeongyang-gun"
2020,37340,"female",7929,"population","all households","persons","Gyeongsangbuk-do","Yeongyang-gun"
2020,37350,"total",34107,"population","all households","persons","Gyeongsangbuk-do","Yeongdeok-gun"
2020,37350,"male",16071,"population","all households","persons","Gyeongsangbuk-do","Yeongdeok-gun"
2020,37350,"female",18036,"population","all households","persons","Gyeongsangbuk-do","Yeongdeok-gun"
2020,37360,"total",39054,"population","all households","persons","Gyeongsangbuk-do","Cheongdo-gun"
2020,37360,"male",18909,"population","all households","persons","Gyeongsangbuk-do","Cheongdo-gun"
2020,37360,"female",20145,"population","all households","persons","Gyeongsangbuk-do","Cheongdo-gun"
2020,37370,"total",29122,"population","all households","persons","Gyeongsangbuk-do","Goryeong-gun"
2020,37370,"male",14617,"population","all households","persons","Gyeongsangbuk-do","Goryeong-gun"
2020,37370,"female",14505,"population","all households","persons","Gyeongsangbuk-do","Goryeong-gun"
2020,37380,"total",39295,"population","all households","persons","Gyeongsangbuk-do","Seongju-gun"
2020,37380,"male",20099,"population","all households","persons","Gyeongsangbuk-do","Seongju-gun"
2020,37380,"female",19196,"population","all households","persons","Gyeongsangbuk-do","Seongju-gun"
2020,37390,"total",108968,"population","all households","persons","Gyeongsangbuk-do","Chilgok-gun"
2020,37390,"male",55954,"population","all households","persons","Gyeongsangbuk-do","Chilgok-gun"
2020,37390,"female",53014,"population","all households","persons","Gyeongsangbuk-do","Chilgok-gun"
2020,37400,"total",52363,"population","all households","persons","Gyeongsangbuk-do","Yecheon-gun"
2020,37400,"male",25606,"population","all households","persons","Gyeongsangbuk-do","Yecheon-gun"
2020,37400,"female",26757,"population","all households","persons","Gyeongsangbuk-do","Yecheon-gun"
2020,37410,"total",29227,"population","all households","persons","Gyeongsangbuk-do","Bonghwa-gun"
2020,37410,"male",14573,"population","all households","persons","Gyeongsangbuk-do","Bonghwa-gun"
2020,37410,"female",14654,"population","all households","persons","Gyeongsangbuk-do","Bonghwa-gun"
2020,37420,"total",45372,"population","all households","persons","Gyeongsangbuk-do","Uljin-gun"
2020,37420,"male",22670,"population","all households","persons","Gyeongsangbuk-do","Uljin-gun"
2020,37420,"female",22702,"population","all households","persons","Gyeongsangbuk-do","Uljin-gun"
2020,37430,"total",8540,"population","all households","persons","Gyeongsangbuk-do","Ulleung-gun"
2020,37430,"male",4705,"population","all households","persons","Gyeongsangbuk-do","Ulleung-gun"
2020,37430,"female",3835,"population","all households","persons","Gyeongsangbuk-do","Ulleung-gun"
2020,38030,"total",339504,"population","all households","persons","Gyeongsangnam-do","Jinju-si"
2020,38030,"male",167180,"population","all households","persons","Gyeongsangnam-do","Jinju-si"
2020,38030,"female",172324,"population","all households","persons","Gyeongsangnam-do","Jinju-si"
2020,38050,"total",123204,"population","all households","persons","Gyeongsangnam-do","Tongyeong-si"
2020,38050,"male",61789,"population","all households","persons","Gyeongsangnam-do","Tongyeong-si"
2020,38050,"female",61415,"population","all households","persons","Gyeongsangnam-do","Tongyeong-si"
2020,38060,"total",104985,"population","all households","persons","Gyeongsangnam-do","Sacheon-si"
2020,38060,"male",52533,"population","all households","persons","Gyeongsangnam-do","Sacheon-si"
2020,38060,"female",52452,"population","all households","persons","Gyeongsangnam-do","Sacheon-si"
2020,38070,"total",521358,"population","all households","persons","Gyeongsangnam-do","Gimhae-si"
2020,38070,"male",260901,"population","all households","persons","Gyeongsangnam-do","Gimhae-si"
2020,38070,"female",260457,"population","all households","persons","Gyeongsangnam-do","Gimhae-si"
2020,38080,"total",98589,"population","all households","persons","Gyeongsangnam-do","Miryang-si"
2020,38080,"male",47936,"population","all households","persons","Gyeongsangnam-do","Miryang-si"
2020,38080,"female",50653,"population","all households","persons","Gyeongsangnam-do","Miryang-si"
2020,38090,"total",237010,"population","all households","persons","Gyeongsangnam-do","Geojae-si"
2020,38090,"male",123859,"population","all households","persons","Gyeongsangnam-do","Geojae-si"
2020,38090,"female",113151,"population","all households","persons","Gyeongsangnam-do","Geojae-si"
2020,38100,"total",338394,"population","all households","persons","Gyeongsangnam-do","Yangsan-si"
