"sggcd","year","type","class1","class2","unit","value"
"22310",2010,"population","fertility","20-24","births per 1000",18.1
"22310",2015,"population","fertility","20-24","births per 1000",13.4
"22310",2020,"population","fertility","20-24","births per 1000",11.7
"23010",2010,"population","fertility","20-24","births per 1000",20.9
"23010",2015,"population","fertility","20-24","births per 1000",13.5
"23010",2020,"population","fertility","20-24","births per 1000",6.2
"23020",2010,"population","fertility","20-24","births per 1000",23
"23020",2015,"population","fertility","20-24","births per 1000",16.7
"23020",2020,"population","fertility","20-24","births per 1000",3.8
"23030",2010,"population","fertility","20-24","births per 1000",18.2
"23030",2015,"population","fertility","20-24","births per 1000",19.1
"23030",2020,"population","fertility","20-24","births per 1000",NA
"23040",2010,"population","fertility","20-24","births per 1000",11
"23040",2015,"population","fertility","20-24","births per 1000",9.3
"23040",2020,"population","fertility","20-24","births per 1000",3.6
"23050",2010,"population","fertility","20-24","births per 1000",16.7
"23050",2015,"population","fertility","20-24","births per 1000",14.2
"23050",2020,"population","fertility","20-24","births per 1000",7.1
"23060",2010,"population","fertility","20-24","births per 1000",13.2
"23060",2015,"population","fertility","20-24","births per 1000",12.2
"23060",2020,"population","fertility","20-24","births per 1000",5.5
"23070",2010,"population","fertility","20-24","births per 1000",14.2
"23070",2015,"population","fertility","20-24","births per 1000",9.1
"23070",2020,"population","fertility","20-24","births per 1000",5.2
"23080",2010,"population","fertility","20-24","births per 1000",17.9
"23080",2015,"population","fertility","20-24","births per 1000",13.4
"23080",2020,"population","fertility","20-24","births per 1000",6.9
"23310",2010,"population","fertility","20-24","births per 1000",21.9
"23310",2015,"population","fertility","20-24","births per 1000",16
"23310",2020,"population","fertility","20-24","births per 1000",14.9
"23320",2010,"population","fertility","20-24","births per 1000",32.5
"23320",2015,"population","fertility","20-24","births per 1000",22.6
"23320",2020,"population","fertility","20-24","births per 1000",11.4
"24010",2010,"population","fertility","20-24","births per 1000",11.5
"24010",2015,"population","fertility","20-24","births per 1000",10.4
"24010",2020,"population","fertility","20-24","births per 1000",3.2
"24020",2010,"population","fertility","20-24","births per 1000",13.7
"24020",2015,"population","fertility","20-24","births per 1000",10.2
"24020",2020,"population","fertility","20-24","births per 1000",3.9
"24030",2010,"population","fertility","20-24","births per 1000",12.6
"24030",2015,"population","fertility","20-24","births per 1000",8.8
"24030",2020,"population","fertility","20-24","births per 1000",4.3
"24040",2010,"population","fertility","20-24","births per 1000",14.8
"24040",2015,"population","fertility","20-24","births per 1000",13.1
"24040",2020,"population","fertility","20-24","births per 1000",6.6
"24050",2010,"population","fertility","20-24","births per 1000",28.3
"24050",2015,"population","fertility","20-24","births per 1000",17
"24050",2020,"population","fertility","20-24","births per 1000",6.7
"25010",2010,"population","fertility","20-24","births per 1000",20.6
"25010",2015,"population","fertility","20-24","births per 1000",15
"25010",2020,"population","fertility","20-24","births per 1000",5.4
"25020",2010,"population","fertility","20-24","births per 1000",18.9
"25020",2015,"population","fertility","20-24","births per 1000",12
"25020",2020,"population","fertility","20-24","births per 1000",7.2
"25030",2010,"population","fertility","20-24","births per 1000",14
"25030",2015,"population","fertility","20-24","births per 1000",11.6
"25030",2020,"population","fertility","20-24","births per 1000",5.3
"25040",2010,"population","fertility","20-24","births per 1000",12.4
"25040",2015,"population","fertility","20-24","births per 1000",10.4
"25040",2020,"population","fertility","20-24","births per 1000",5.5
"25050",2010,"population","fertility","20-24","births per 1000",20.4
"25050",2015,"population","fertility","20-24","births per 1000",15.5
"25050",2020,"population","fertility","20-24","births per 1000",7.1
"26010",2010,"population","fertility","20-24","births per 1000",15.2
"26010",2015,"population","fertility","20-24","births per 1000",12
"26010",2020,"population","fertility","20-24","births per 1000",5.2
"26020",2010,"population","fertility","20-24","births per 1000",13.1
"26020",2015,"population","fertility","20-24","births per 1000",9.8
"26020",2020,"population","fertility","20-24","births per 1000",4.4
"26030",2010,"population","fertility","20-24","births per 1000",19.3
"26030",2015,"population","fertility","20-24","births per 1000",17.4
"26030",2020,"population","fertility","20-24","births per 1000",9.6
"26040",2010,"population","fertility","20-24","births per 1000",21.1
"26040",2015,"population","fertility","20-24","births per 1000",15.4
"26040",2020,"population","fertility","20-24","births per 1000",10.4
"26310",2010,"population","fertility","20-24","births per 1000",20
"26310",2015,"population","fertility","20-24","births per 1000",17.6
"26310",2020,"population","fertility","20-24","births per 1000",8.2
"29010",2010,"population","fertility","20-24","births per 1000",NA
"29010",2015,"population","fertility","20-24","births per 1000",19.1
"29010",2020,"population","fertility","20-24","births per 1000",8.7
"31010",2010,"population","fertility","20-24","births per 1000",13.1
"31010",2015,"population","fertility","20-24","births per 1000",9.8
"31010",2020,"population","fertility","20-24","births per 1000",3.8
"31011",2010,"population","fertility","20-24","births per 1000",11.9
"31011",2015,"population","fertility","20-24","births per 1000",9.2
"31011",2020,"population","fertility","20-24","births per 1000",4.1
"31012",2010,"population","fertility","20-24","births per 1000",16.3
"31012",2015,"population","fertility","20-24","births per 1000",13.7
"31012",2020,"population","fertility","20-24","births per 1000",5.5
"31013",2010,"population","fertility","20-24","births per 1000",13.4
"31013",2015,"population","fertility","20-24","births per 1000",8.5
"31013",2020,"population","fertility","20-24","births per 1000",4
"31014",2010,"population","fertility","20-24","births per 1000",10
"31014",2015,"population","fertility","20-24","births per 1000",7.1
"31014",2020,"population","fertility","20-24","births per 1000",1.8
"31020",2010,"population","fertility","20-24","births per 1000",11.3
"31020",2015,"population","fertility","20-24","births per 1000",7.2
"31020",2020,"population","fertility","20-24","births per 1000",3.9
"31021",2010,"population","fertility","20-24","births per 1000",18.5
"31021",2015,"population","fertility","20-24","births per 1000",12.8
"31021",2020,"population","fertility","20-24","births per 1000",6
"31022",2010,"population","fertility","20-24","births per 1000",16.6
"31022",2015,"population","fertility","20-24","births per 1000",10.1
"31022",2020,"population","fertility","20-24","births per 1000",7.6
"31023",2010,"population","fertility","20-24","births per 1000",4.7
"31023",2015,"population","fertility","20-24","births per 1000",3.4
"31023",2020,"population","fertility","20-24","births per 1000",1.3
"31030",2010,"population","fertility","20-24","births per 1000",16.8
"31030",2015,"population","fertility","20-24","births per 1000",12.5
"31030",2020,"population","fertility","20-24","births per 1000",6.8
"31040",2010,"population","fertility","20-24","births per 1000",9
"31040",2015,"population","fertility","20-24","births per 1000",8.5
"31040",2020,"population","fertility","20-24","births per 1000",3.2
"31041",2010,"population","fertility","20-24","births per 1000",10
"31041",2015,"population","fertility","20-24","births per 1000",10.2
"31041",2020,"population","fertility","20-24","births per 1000",5
"31042",2010,"population","fertility","20-24","births per 1000",8.2
"31042",2015,"population","fertility","20-24","births per 1000",7.2
"31042",2020,"population","fertility","20-24","births per 1000",1.8
"31050",2010,"population","fertility","20-24","births per 1000",11.6
"31050",2015,"population","fertility","20-24","births per 1000",8.1
"31050",2020,"population","fertility","20-24","births per 1000",4.3
"31051",2010,"population","fertility","20-24","births per 1000",10.7
"31051",2015,"population","fertility","20-24","births per 1000",6.4
"31051",2020,"population","fertility","20-24","births per 1000",NA
"31052",2010,"population","fertility","20-24","births per 1000",10.8
"31052",2015,"population","fertility","20-24","births per 1000",9.5
"31052",2020,"population","fertility","20-24","births per 1000",NA
"31053",2010,"population","fertility","20-24","births per 1000",14.9
"31053",2015,"population","fertility","20-24","births per 1000",10.6
"31053",2020,"population","fertility","20-24","births per 1000",NA
"31060",2010,"population","fertility","20-24","births per 1000",11.6
"31060",2015,"population","fertility","20-24","births per 1000",8.2
"31060",2020,"population","fertility","20-24","births per 1000",3.8
"31070",2010,"population","fertility","20-24","births per 1000",26.6
"31070",2015,"population","fertility","20-24","births per 1000",23
"31070",2020,"population","fertility","20-24","births per 1000",11.2
"31080",2010,"population","fertility","20-24","births per 1000",31.6
"31080",2015,"population","fertility","20-24","births per 1000",23.7
"31080",2020,"population","fertility","20-24","births per 1000",12
"31090",2010,"population","fertility","20-24","births per 1000",20.1
"31090",2015,"population","fertility","20-24","births per 1000",15.2
"31090",2020,"population","fertility","20-24","births per 1000",7.8
"31091",2010,"population","fertility","20-24","births per 1000",19.3
"31091",2015,"population","fertility","20-24","births per 1000",16.5
"31091",2020,"population","fertility","20-24","births per 1000",7.2
"31092",2010,"population","fertility","20-24","births per 1000",20.9
"31092",2015,"population","fertility","20-24","births per 1000",13.6
"31092",2020,"population","fertility","20-24","births per 1000",8.5
"31100",2010,"population","fertility","20-24","births per 1000",10.1
"31100",2015,"population","fertility","20-24","births per 1000",7.2
"31100",2020,"population","fertility","20-24","births per 1000",3.2
"31101",2010,"population","fertility","20-24","births per 1000",13.5
"31101",2015,"population","fertility","20-24","births per 1000",8.3
"31101",2020,"population","fertility","20-24","births per 1000",4.3
"31102",2010,"population","fertility","20-24","births per 1000",NA
"31102",2015,"population","fertility","20-24","births per 1000",NA
"31102",2020,"population","fertility","20-24","births per 1000",NA
"31103",2010,"population","fertility","20-24","births per 1000",8.6
"31103",2015,"population","fertility","20-24","births per 1000",7.5
"31103",2020,"population","fertility","20-24","births per 1000",2.8
"31104",2010,"population","fertility","20-24","births per 1000",7.3
"31104",2015,"population","fertility","20-24","births per 1000",5.6
"31104",2020,"population","fertility","20-24","births per 1000",2.3
"31110",2010,"population","fertility","20-24","births per 1000",2.7
"31110",2015,"population","fertility","20-24","births per 1000",3.6
"31110",2020,"population","fertility","20-24","births per 1000",1
"31120",2010,"population","fertility","20-24","births per 1000",14.1
"31120",2015,"population","fertility","20-24","births per 1000",9.6
